 ,Label,Area,Mean,StdDev,Min,Max,X,Y,XM,YM,Perim.,BX,BY,Width,Height,Major,Minor,Angle,Circ.,Feret,IntDen,Median,Skew,Kurt,%Area,RawIntDen,Slice,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity,Length
14,HG13E,323.682,49.065,12.504,33.675,100.698,1775.302,1870.954,0,0,252.47,1665.621,1808.462,220.637,126.261,0,0,-29.673,0.064,252.47,15881.401,46.189,0,0,0,9763.885,1,1306,1418,150.327,0,0,0,NaN,252.47
15,HG13E,634.353,179.633,64.313,46.128,254.608,1998.49,1456.462,0,0,496.081,1918.143,1221.796,161.971,470.608,0,0,-71.099,0.032,496.081,113950.687,195.537,0,0,0,70056.882,1,1504,958,108.901,0,0,0,NaN,496.081
16,HG13E,431.034,165.692,62.47,64.746,254.561,2230.606,1337.853,0,0,336.173,2104.345,1226.897,253.797,223.188,0,0,-41.309,0.048,336.173,71418.914,161.106,0,0,0,43908.349,1,1650,962,138.691,0,0,0,NaN,336.173
17,HG13E,426.155,134.045,43.031,74.303,226.287,2370.896,1136.346,0,0,332.28,2333.91,974.376,75.246,325.217,0,0,77.137,0.049,332.28,57123.974,132.409,0,0,0,35119.819,1,1830,1018,77.137,0,0,0,NaN,332.28
18,HG13E,453.806,111.438,53.342,44.966,234.902,2310.954,820.057,0,0,355.1,2267.592,647.883,88,345.623,0,0,-75.864,0.045,355.1,50571.037,94.448,0,0,0,31091.074,1,1778,508,104.136,1.42E-14,0,0,NaN,355.1
19,HG13E,39.037,165.729,37.114,121.333,236.402,2282.896,542.028,0,0,29.855,2277.794,527.999,11.478,29.333,0,0,-109.983,0.55,29.855,6469.586,149.497,0,0,0,3977.502,1,1786,436,70.017,0,0,0,NaN,29.855
20,HG13E,364.346,80.022,24.356,38.667,149.67,2140.055,474.434,0,0,284.677,2055.882,359.652,169.623,230.84,0,0,53.746,0.056,284.677,29155.636,75.911,0,0,0,17924.885,1,1612,462,53.746,0,0,0,NaN,284.677
21,HG13E,188.679,119.827,22.015,73.087,164.436,2275.244,116.058,0,0,146.816,2265.041,43.362,21.681,146.666,0,0,-97.989,0.11,146.816,22608.922,119.47,0,0,0,13899.965,1,1776,148,82.011,0,0,0,NaN,146.816
22,HG13E,97.593,223.665,45.092,110.935,254.993,2388.751,191.304,0,0,75.019,2377.273,155.594,24.232,72.696,0,0,-72.181,0.218,75.019,21828.026,241.754,0,0,0,13419.87,1,1864,122,107.819,0,0,0,NaN,75.019
23,HG13E,156.148,129.091,77.344,43.224,251.888,2532.867,77.797,0,0,121.501,2494.606,30.609,77.797,95.652,0,0,50.964,0.133,121.501,20157.294,112.456,0,0,0,12392.704,1,1956,98,50.964,0,0,0,NaN,121.501
24,HG13E,79.701,127.009,47.553,77.833,228.25,2461.446,190.029,0,0,61.27,2430.838,188.753,62.493,3.826,0,0,2.386,0.267,61.27,10122.714,107.778,0,0,0,6223.444,1,1906,150,2.386,4.44E-16,0,0,NaN,61.27
